age,income,loan_amount,credit_score,employment_length,num_credit_lines,debt_to_income,previous_defaults,default
68,86745.25161483274,44639.87950659551,589.2590752323865,11,7,0.18077329417873972,1,1
40,52307.66644425504,18472.050929420366,586.9307674322424,3,4,0.38419488547014163,0,0
41,26538.65466914886,11187.311009491921,850.0,15,13,0.36444838558643505,0,0
61,151508.78527922806,17103.267418589803,816.5679080513896,10,11,0.28560846115011873,0,0
30,50265.66149178444,29879.91628574551,723.0935434101578,35,11,0.2817412061383627,0,0
39,86304.58135732159,43890.421456748605,615.6924069258602,37,3,0.18312196220262858,0,0
60,42877.97414516592,24727.08242685374,770.0629660979723,1,10,0.18611430696477718,0,0
54,20953.06991110481,27370.816108530504,536.6540360949541,12,12,0.32889096496322096,0,1
50,25297.49883956412,9487.939530711526,757.657531524426,7,1,0.019362370793608696,0,0
20,54280.7290468021,78844.23312526311,742.7973537420044,20,9,0.5601986291848332,0,1
36,78553.40055502806,84235.95175828629,634.865426535072,25,5,0.3899875937818689,0,0
40,40378.515618268975,39506.0036745498,763.9186313350772,37,2,0.2660661238979285,0,0
46,79452.3145827995,5533.6608120547935,605.277887053615,34,6,0.03708360128033545,1,0
47,79971.75400798886,28105.65593815957,523.4914401901766,14,2,0.3780075060738419,0,0
56,80858.96593996465,34764.30835660844,747.7965012999921,39,12,0.010645597646499015,0,0
61,53915.0815551385,161943.45103189856,641.4757070860541,29,6,0.4079203170552104,0,1
64,143188.2754183212,171150.2418043571,710.1780603298668,1,9,0.04351466851438934,0,0
42,53588.51690255056,63475.82548625417,832.0886591559406,15,2,0.39366131385588793,0,0
54,49915.96435154196,6978.777641888313,577.7745927603703,12,13,0.24353265981026911,0,0
64,31118.493722132163,96905.17073835095,635.6620495160025,0,1,0.3975770969098781,0,0
25,38383.5509431483,33453.669154219,806.9634504577714,27,7,0.08309839534398357,0,0
59,22162.8359549021,53416.44870516799,716.8731730855284,0,8,0.0704297455246565,0,0
33,70192.65306908135,20686.584294186774,580.0217255795403,39,2,0.1484544246059258,0,0
25,34286.581718142814,16555.295815782047,554.4982296460521,33,4,0.24690679093395082,0,0
18,38131.43551601378,23666.358048201062,597.1919359896655,12,8,0.1518185711279817,0,1
61,93661.18270977675,9765.458891898343,576.1585295197121,1,12,0.049209230625834134,1,1
22,39816.932794925706,18251.40259047132,673.734811948953,3,14,0.19501685898399648,0,0
20,33866.51797371376,63477.145375616805,657.84345071976,24,4,0.4234565400778606,1,1
18,29259.749004192123,6160.680801729825,677.9237754275351,33,12,0.34985166251028993,2,0
21,94551.28755415215,9906.57379011115,565.9187198440218,12,9,0.5779947330117283,2,1
57,26946.22449124925,9009.924659666776,642.9166092474745,35,1,0.2615529965943292,0,0
52,50234.27081747689,20478.941323470557,444.43002260437834,31,10,0.1996814130827871,0,0
49,55355.2181303225,179143.5837660653,664.5006317361366,20,13,0.41620771661564027,0,1
59,78139.92962178943,10711.504496655481,767.5440644955866,25,7,0.24717527367779968,1,0
51,70158.30804157443,9716.554156764509,507.52540906538195,14,3,0.3709855612399357,0,0
60,103226.57170238828,78972.796458379,698.3428230647461,28,11,0.567772368339818,0,1
42,22289.18468783696,69124.96568188208,588.8985648239437,25,12,0.2995135371235346,0,1
27,37580.15741892914,5983.146159597607,730.250115369337,20,10,0.29890500353479765,0,0
38,36434.518020024785,46794.24772100586,665.8647451212279,11,11,0.4650999140563773,1,1
63,27892.194058240428,36966.848995507455,690.470411266044,11,11,0.45364599310980036,0,1
56,37066.67946352084,48797.03996022133,656.4823898755441,4,3,0.30973886783447846,0,0
44,38536.18073947295,25466.36290122,782.8331806384352,25,11,0.038832209338074276,0,0
44,56895.14321246983,147607.38593496406,684.7410477695103,31,7,0.5884721963127789,0,1
19,74488.24892854886,6345.12069392199,579.4576285997549,1,6,0.22639225261756413,0,0
58,43990.62000578412,13011.749800530906,659.8715052321004,7,3,0.1900238498692495,0,0
65,83553.77162127296,20152.563254039997,613.111895703395,26,14,0.5889280999704885,1,1
30,40486.10821986137,22923.00018889771,666.2399906519589,36,14,0.5232811301363839,1,1
26,37144.496715004934,81289.06824789425,608.0230287633187,7,2,0.19812998510249585,0,0
69,58955.743031212594,29629.714114292718,582.3189264453686,23,11,0.18498543345178078,1,1
53,21200.10601742266,6384.805127958175,669.9272212748446,12,11,0.4325724855804656,0,0
39,24157.621088156724,20720.51570557278,655.5789628616553,28,6,0.20058954149704708,0,0
59,47061.625100627796,21160.83188439265,756.3955845045848,12,10,0.15085917789864298,0,0
43,163158.690171042,105996.00006365262,608.5044120867187,22,7,0.5878025081563574,0,1
29,83918.97589861414,32428.564139193615,451.9146152504693,14,9,0.33942614267034005,0,0
34,24612.704044303475,35289.29824362983,613.6129201536687,23,9,0.45749857275296646,0,1
31,113643.49148578786,42474.652822636664,487.3569241083423,22,9,0.42783297581513446,0,1
31,85894.56035429882,49095.407672564776,691.5671974096576,9,11,0.45331559679006767,0,1
51,67201.92393756332,35239.93560656351,482.6102071651212,37,10,0.542033985710126,0,1
37,105821.36564723575,13122.5599954391,551.1628937585899,4,1,0.30046099973630414,0,0
28,45884.946859860014,67155.13513920055,613.7665541725137,4,4,0.4520269075569208,0,1
33,32519.381877668944,44516.462446114914,804.3950604761145,30,4,0.47808830059384283,0,1
68,55874.390138957664,45628.81472810001,542.7109884285082,39,10,0.5678307512976124,3,1
48,59796.85632529736,175140.09079076422,651.2404983146586,0,8,0.42785802183160454,1,1
23,58644.85352317996,53664.531722166226,707.9976576957259,1,3,0.5355694796309275,0,1
36,61628.944893482265,58009.32539733363,798.4060553220697,28,14,0.0570228601199771,0,0
54,168508.02017551125,95727.35739484878,727.779475172141,6,1,0.07565795634484722,0,0
21,136264.8652304979,9915.618130822517,759.3906951632465,28,3,0.0950077137062055,1,0
64,124259.71749333052,25658.36695871733,736.4307058851541,8,6,0.0868878432260631,0,0
21,100827.35890132374,31065.546080604585,529.0877028603861,35,7,0.052511287440806305,0,0
37,163612.1505955029,16981.914478929113,685.9692104317047,6,9,0.07354427147176065,1,0
27,25184.464628659138,59865.77896841517,734.8660952172222,27,5,0.5975461709203961,0,1
41,35402.62482401132,48117.47832763418,554.349971032598,9,5,0.1633110177302736,0,1
52,54165.381965907254,43283.73491507083,592.0240123275977,15,3,0.2868288642871178,1,1
43,113713.97240539128,180807.19183814933,569.6807704872944,9,12,0.49296922172127,1,1
54,55176.61716073397,14008.083804247886,727.2622985968034,38,3,0.07098280445273095,0,0
55,88923.20277518184,44892.572641045954,643.0718879670868,25,9,0.19041900378526425,1,1
38,27480.71039917481,29049.008966458667,617.9154105664903,33,3,0.09557161213055758,0,0
57,34545.2839999033,16262.157226332558,521.8330083347012,33,3,0.03753366961644404,0,0
56,85796.65905008122,10251.56860823365,643.2605746806207,39,9,0.576452028378305,0,0
38,29000.252631400006,72867.4415567944,593.2411645015251,13,4,0.5150147016109218,0,1
27,41643.55741237941,32149.80480286446,674.3339565264163,17,13,0.5275787969221547,0,1
55,35385.14170819998,57277.739176558476,535.7032801354549,0,6,0.5212080798794263,0,1
63,41528.508030362194,28646.490626359544,667.7906259506201,16,1,0.09274010053527701,1,1
21,81605.5925033289,12452.95927859889,606.104922950118,21,11,0.47099813774046334,0,0
62,42931.2056037715,17354.252119631295,525.0703074264853,36,2,0.43672272106037097,0,1
37,60513.645407923774,19415.626706319963,517.2715962121854,15,11,0.5552492162547493,0,1
34,25264.24131802832,113285.20913382487,532.2979611977306,6,14,0.1315933633579,0,1
24,101742.3229535785,5169.476154062994,629.3600942559458,14,3,0.24842663212539268,0,0
21,43092.934526780686,132353.67643093827,662.09954343635,20,2,0.17695710762832845,0,0
46,72282.13766014844,123061.25948010519,676.9823632377181,1,14,0.15475069099008015,0,0
31,84620.09595734153,171796.6245280715,680.7552917728448,24,11,0.3914290125137027,0,0
20,31764.66065447894,24421.601118997147,574.14767390208,8,10,0.09836600987846345,1,1
41,128000.04595332753,104568.31911315408,755.8402908095176,19,3,0.2788842717799077,1,1
54,67884.844277096,20105.530847829927,605.7774473991847,9,12,0.38798426845607836,0,0
33,47994.24110934921,5799.389645674787,695.0149760059732,20,14,0.07818184024202561,0,0
69,30065.139311474108,12621.507920981123,633.5844566506183,3,5,0.1541880824026427,0,0
21,162625.71801935692,92174.68770797965,687.5621231703042,29,12,0.5804196347425988,0,1
41,90338.77457021011,5415.809153554461,628.5671933855086,33,1,0.4772575990023508,0,0
51,31661.245060036163,28689.35490361042,689.3634876574566,29,1,0.4061728057724337,1,1
47,40602.64611347535,7358.363582668654,649.2611130119676,13,11,0.5135815242607794,0,0
35,102950.91218328505,15122.837087702903,731.3840570650689,21,7,0.00838107128333665,2,0
36,79483.3910472898,7766.513122456952,568.1314956788801,0,9,0.003644660640068342,0,0
48,92575.63811219575,63882.545598486686,473.0108664109422,7,9,0.0923799815854023,0,1
36,49098.28120326818,31826.390663292652,552.6642580565904,10,7,0.29715427165066455,2,1
66,83022.97148311013,74716.24327208321,756.8918415238034,0,11,0.34198422429951186,0,0
63,44428.2391601426,39976.54346700386,634.544118011226,4,11,0.06821311886523675,1,0
36,31866.112086381,111243.93438688475,659.2062295546563,9,13,0.043371371910408026,0,0
39,70075.69019283389,26393.007046427963,544.6363385953613,38,2,0.49700047865812874,1,1
41,206514.0925158879,35542.27787842702,656.5553725150279,12,11,0.278681088883835,0,0
62,38596.75169724696,30762.513137599173,547.7187355927304,20,7,0.5954966554733537,0,1
29,50899.16472371617,24864.60047415541,562.4218724947245,35,13,0.13760799546780939,0,0
47,76043.10516800104,61116.165514524255,609.751631717612,32,12,0.38832066725989683,0,0
55,58990.434442309815,36029.02212077389,694.5097257842145,27,9,0.48263289931860326,0,1
48,112711.9003064378,53480.62570467594,705.184758064251,8,7,0.5235828936076498,3,1
53,91720.20619933815,51304.44050048866,707.9044897937837,10,2,0.18379140928355578,0,0
36,23003.277861296217,11360.36558882826,491.1915884955626,39,7,0.11596822974432969,0,0
65,342555.58507343853,36508.684083560496,649.3335499609739,28,14,0.13565674399158323,0,0
62,89797.53241174019,11681.11016155842,630.3218166617264,6,4,0.40004566172191025,1,1
53,119719.48681102543,31263.136568446094,496.78175839185445,26,8,0.313397902903313,1,1
47,72662.50138045766,38943.489032114834,651.5983766722198,21,3,0.35939482957768715,0,0
66,116996.19990943033,181722.21604913476,624.9572782563239,30,12,0.012317170789072107,0,0
50,25960.7453544987,5930.543119964832,701.1525672117888,29,14,0.23458392544224133,1,0
35,41365.435258632715,7870.306416677628,658.1247076239803,27,5,0.1860890796510084,0,0
69,124543.70974772704,7404.649051301025,595.0679469716747,19,3,0.5182687744467028,0,1
66,31260.735438220578,20242.944713948695,742.5762450456978,14,7,0.46575521354981464,0,1
45,24073.633485522652,56709.85467967804,427.87664992248756,14,3,0.25774311861581606,0,1
64,97586.50996139938,60747.81333672491,643.5734871570389,11,10,0.37831774865067574,0,0
28,110238.027604743,45065.71001013362,473.6749068008064,16,5,0.028607636245078047,0,0
62,28875.789243228646,73155.34612244529,558.780672879388,22,1,0.3823508704749801,0,1
50,116326.06073253,16696.314509479773,702.4813703009349,5,4,0.05832299721266662,0,0
34,78040.52481938318,7768.546080556216,522.5802519559197,15,6,0.42841126855140715,0,1
23,56707.072330965326,6797.3740309280665,507.6282181296065,26,2,0.3443030691201441,0,0
21,108671.48241111194,62343.20485182923,850.0,22,6,0.18029594558532372,0,0
37,47171.68073631411,44328.5159594031,514.0710948579836,0,10,0.22250399779348531,0,1
65,30783.201901074237,40981.0333138625,815.0520903087973,6,7,0.05405494945989364,0,0
64,36763.33554071962,17450.755040708937,632.7797835420739,38,8,0.1936730822487959,0,0
44,55176.446070476064,19336.486731524215,597.5170878561024,39,3,0.5801057461777335,0,1
32,57892.903712779356,100183.77168854143,706.6786390588205,39,12,0.2917109175703075,0,0
23,101886.93812009186,6977.936525807859,783.6594075544499,38,10,0.2845445532311077,1,0
64,98355.50628596863,49581.01936828714,535.3932057891672,17,11,0.37753727339372933,0,1
31,63537.979007567046,16115.97222879085,598.9750210271469,35,3,0.29066628584188836,2,1
28,95885.2250289314,6195.131198109749,734.6869734684252,21,5,0.2133054598577861,0,0
56,30645.644317969796,45710.23612039473,678.7994312427,1,3,0.0837129444412356,0,0
26,22568.060997526933,17055.185510938136,760.1917830641382,25,9,0.3781891429000774,0,0
43,123428.57086058441,43419.94847276005,701.5111954431779,31,7,0.4493534536676062,2,1
33,23928.05869649173,41894.55671541894,830.8224009149149,22,5,0.5538615917894525,0,1
22,34163.8182420958,27957.78937985271,667.8588598833651,39,5,0.0018083139431238847,0,0
69,79424.4893005998,50067.74402258326,672.1811148330962,17,1,0.03999624672839348,0,0
27,46334.87403194855,31099.274871372236,682.1721372015799,18,9,0.5396433971858009,0,1
67,124500.44698985825,15132.939963056227,635.7511148273442,23,14,0.37869332371175074,0,0
20,37689.65464190778,44740.775804621604,734.8087158800924,3,2,0.5747461658592934,0,1
30,20597.118689496267,31685.06920937443,673.7041223863026,1,7,0.25850675647324173,0,0
60,37880.60061113005,5384.269021123088,728.8180009145144,29,14,0.2500123021498244,1,0
66,63146.39112160237,74574.9061045253,744.449985362416,37,7,0.206558747638423,0,0
47,43575.307906119,28666.202216397458,692.8454681560328,30,2,0.0856913543218297,0,0
62,58272.2133649392,65891.50082920783,700.1716324234196,39,8,0.22717974536866126,3,0
23,124615.4461589125,69300.0389140652,548.9670212403466,15,14,0.008789124116182755,0,1
34,141797.28457044705,22661.81267256545,594.9646412180178,32,8,0.3055879709241929,0,0
62,35460.54583665794,26257.57211123518,734.3383452990731,2,9,0.5083261242709471,0,1
68,51007.89278228816,21123.014465589702,792.3631181818514,17,2,0.19271805221436883,0,0
36,59830.36573673652,22904.404395123333,455.95697744916396,9,1,0.05678409391281416,0,0
59,168906.85589780463,72655.92277641324,593.2136852748586,1,9,0.5842567940123741,0,1
52,349186.5514891703,51555.45638947683,652.362060241465,29,14,0.0773865653286155,0,0
63,33420.59691658817,9058.2963377517,562.0725537919323,29,3,0.3172184980676996,1,1
43,84910.48775905946,33271.94104591312,567.7480355818317,24,10,0.48551141235247175,1,1
68,43743.256338581465,169951.67674031493,697.4919873793805,23,13,0.15140712443716067,1,0
22,20407.06235437578,32156.86679937345,808.1375969171434,34,13,0.5048937239373786,2,1
46,20464.779645055456,51235.38690231688,446.8176443677859,9,2,0.3342150844240928,1,1
54,50861.742564112275,48968.111672281135,632.9523851018304,29,10,0.19916140792867068,0,0
37,53504.249746930174,17938.14610370452,696.3280341790388,25,2,0.5194135296783616,0,0
66,21141.414525351935,18949.255323603742,728.0213972200241,34,2,0.37320009198777054,0,0
38,78066.0110017886,43628.940264535726,681.9127343069039,23,8,0.3692306559526502,0,0
27,37407.242060498946,25793.42732936059,826.1402549936115,19,3,0.30240583028191376,0,0
22,61036.8815261499,30358.945471425883,652.8906593325794,38,1,0.16484249228023962,0,0
53,37899.43841464922,42438.34581555218,781.1992790392097,39,8,0.18291626767304667,1,1
23,29144.144607817136,50094.96303248335,585.3632329654031,34,2,0.05284744371565837,0,1
43,46142.69526861591,14503.712287641556,655.798294658885,38,6,0.14623422370964712,0,0
21,33216.07764675523,9762.619343270662,528.7284924201149,9,8,0.16669505162413936,0,0
56,58264.49791690222,15350.635410305857,740.0864440548994,26,10,0.035220895578878704,0,0
56,31084.01426342196,26250.159165313,637.9557137358823,14,9,0.06618884200747384,0,0
67,55505.10294500086,17562.95415954155,685.7821062519898,14,1,0.16215179312262223,3,0
52,28561.871557476014,30205.092891638054,618.6631368714926,36,9,0.4063515138718143,2,1
18,75581.03301536516,6648.442871099567,708.6428501659016,34,8,0.11054099461873565,0,0
41,90108.52299249542,26385.21960517289,689.7433973855752,2,6,0.3131097599327202,2,0
53,25848.843711151254,18765.260110782772,550.5348570028793,28,12,0.30474195929731723,0,1
23,51537.02263248783,27950.044217774954,556.323256741699,3,5,0.5004228477741938,0,1
58,23675.422245951777,21473.137868923794,647.2231269658648,15,6,0.36549828323495387,0,0
63,65587.85690068043,15031.717868975877,715.9573957406658,4,2,0.5501994472163045,1,1
61,35353.73145113861,75335.9520463051,836.2895553113848,20,11,0.37686082158924095,0,0
48,57499.04837306216,11128.365486295337,680.2990856665729,39,3,0.015309382679550154,0,0
37,56434.677595088884,39311.32514953484,750.753140248854,20,9,0.22889524313700385,0,0
41,149084.76458686154,82566.23554811244,488.7149065235831,1,3,0.4194287856336676,0,1
42,59823.62427421189,28209.247086337007,850.0,13,13,0.2850731366516965,0,0
53,63733.27057152732,67723.20242433503,710.5686211129192,4,10,0.25163872189294845,1,0
38,45679.231797474175,9000.850042854685,645.039548884122,6,7,0.4029273785375168,0,0
47,168874.58561849868,25424.037401497022,633.5303952542074,10,11,0.17143972779095873,3,0
41,95070.87649195224,23320.775515614558,539.2800202141002,34,13,0.5453868190151021,3,1
61,36801.98682934081,5244.558320838333,567.8713204279829,29,13,0.2478861605943504,0,0
59,112962.18368007682,22569.56477084875,841.0435632133414,0,4,0.37873068655051967,0,0
47,48316.59605380123,18814.897251590864,551.0995561713987,15,12,0.5893999599421172,0,1
39,108207.35427344793,38241.58683830541,549.1732242133655,0,11,0.471288137972417,0,1
45,106548.66818776449,88578.62298584629,579.7779513924421,21,13,0.3189738952628947,0,1
24,30466.358601601656,7690.884950141638,530.1819247038727,12,9,0.515632552949661,0,1
52,80389.19141700845,16901.541662917065,651.530657484551,26,12,0.3362626310814677,1,0
45,37169.81549071112,22613.102770185847,758.8910512665238,14,13,0.26499206077676346,0,0
31,37654.972182726706,23219.290560891834,588.9507673727967,16,4,0.5240717669987972,0,1
27,37573.573624040386,49724.28647067145,512.6675720239178,8,10,0.01629321413456577,0,1
33,84652.63369677862,22577.01929180466,679.1861313014654,4,13,0.2444796820579253,2,0
33,33056.94349502391,5826.109639501717,644.4225662320187,22,13,0.20579547994154765,0,0
48,20045.312288138124,42147.00101930893,750.2724550081625,10,14,0.42845178381724913,0,1
59,82804.8754545337,69840.30002931709,604.5491700697729,23,10,0.007551729092288184,0,0
42,29387.90000557479,26640.518287616294,623.9843220373325,7,6,0.39651148728268437,0,0
30,25517.669930510645,31104.301828214026,635.0469635456731,33,12,0.20781674155474694,1,1
23,33558.69562433812,10335.658168124217,658.9004110553482,30,2,0.05873602742574277,0,0
61,43893.768297338785,12478.695097845539,610.7438322642411,21,7,0.5881984690413415,0,0
26,52304.242313670955,13043.060141706763,594.5355891953991,13,3,0.12733724271046268,1,1
62,22279.691033528055,21902.64429297276,464.96223151181584,4,1,0.20947795736858016,0,1
53,196292.69811353946,83993.24460940252,593.4612790879883,16,12,0.12422795356762761,1,1
60,82950.15422768836,27130.831069898773,721.5223268081752,17,7,0.3971947183752133,1,0
37,39518.535099987545,11399.422273556847,735.0245519368885,18,5,0.4695097884408936,1,1
35,39187.4257751498,14280.973660059399,602.88869764087,6,11,0.5163845007849486,2,1
60,49759.52976691583,19535.981439621264,779.9485998181763,25,12,0.18659893076649817,0,0
38,69207.71511170693,34285.917972843505,647.1295928299645,24,7,0.3147320349189097,0,0
21,27913.051338077268,22396.330963949127,516.2153628184052,17,1,0.3979545749137146,0,1
67,30470.034289072013,19949.369492312522,484.7615943545744,14,5,0.37771258507223454,0,1
50,118104.11479797093,29953.56605941525,771.8257922619727,28,2,0.4296163161694832,0,0
44,34802.84712496339,13305.626968190369,612.6996274738926,0,1,0.4618363821868528,1,1
24,43917.51816378663,7465.706717101094,528.593547692742,3,6,0.05848401364278235,0,0
23,122502.62349795578,5741.5185676257515,424.0723828564465,8,12,0.10098661481499895,0,0
32,74405.55538889898,13680.87103942377,610.4283889124857,35,5,0.4405926297084534,0,0
35,40905.62850772381,7881.850990507321,690.4750858996362,31,4,0.28600532034592174,1,0
49,77553.1356227374,17299.588128820847,580.2308855953795,23,1,0.2562202746435432,0,0
28,20993.975497030824,49475.37591815102,544.6754839866128,36,5,0.27326407504655653,0,1
37,86522.67652550581,42794.538595473365,595.0624231393273,17,7,0.22321560805881618,0,0
41,53375.53511815343,33319.69678999303,774.3192019144856,14,1,0.3546405075485956,0,0
32,103881.05932358558,62417.86269871473,510.70183823248095,19,4,0.19399532559322555,3,1
65,174653.64286882474,14941.39696914853,585.8298969577482,39,6,0.3820892403545393,3,1
24,150041.84106173087,69898.72032633336,771.0757739617591,1,13,0.12158226931128414,0,0
38,139990.6293840578,20286.751295351416,699.4176289423754,24,8,0.4546133481694538,0,0
59,55889.41020727605,20369.467910082047,667.9127813778956,12,7,0.46895998474455036,1,1
43,42325.45903140019,20593.549861533487,585.1553864583751,26,7,0.3471124897347876,0,0
61,51277.72809000059,8097.361498546762,653.0504814500428,12,8,0.22159407764972625,0,0
31,78542.37822893923,116260.83240179684,596.2170931546699,27,13,0.008637943942116965,0,1
54,127707.2961577927,9472.642715444483,564.0613868929249,14,7,0.07291948347078803,0,0
38,31595.73925566257,17505.750560921002,541.9942524698259,28,13,0.04781220767320051,2,1
35,145169.72007416765,16539.022073380325,728.4095596372498,20,4,0.006123015089319539,0,0
22,104418.70778177567,7328.451271711439,643.9593867783865,30,11,0.4333318631405418,1,1
20,212819.99097655396,9955.443423717561,681.4513743802696,22,6,0.5736400559618362,0,0
40,126118.19254992798,6376.868312889942,665.1673185801403,36,12,0.00670095917928899,0,0
43,36420.85143327026,15376.480014240946,694.0918827808359,2,2,0.06761436107727838,0,0
54,25600.00944273281,65444.8986028559,624.5281210014108,34,8,0.5164055156099228,1,1
41,25952.752515732533,17440.119742148734,601.8342548945426,13,3,0.4131013496857449,0,1
66,37210.738945191086,8961.12380095626,568.4719670608878,1,4,0.24282623789778174,0,0
36,67619.69958491545,36127.8188293226,508.60308665928864,12,2,0.5956779104803892,0,1
68,101563.81367632672,175527.44404370445,537.7966829377084,1,9,0.344172805073997,0,1
42,134755.8062561704,12931.617070584942,613.4582278899778,11,2,0.40175940764965684,0,0
38,68875.52289803949,14837.252555947607,489.6960515564522,26,14,0.39190582010130764,1,1
29,20282.3614184184,112103.09858614168,511.771409586397,33,13,0.13362097805333645,0,1
58,30309.20745321564,10908.79156668554,754.2139892635178,39,6,0.2928746458664953,1,0
50,25252.817199100944,26474.91953359497,672.4179484853793,4,3,0.1298467791301953,0,0
67,42574.75669937599,13219.376921234314,604.8163271796479,24,12,0.30567871812457414,0,0
21,54792.641239194294,85803.07938411625,850.0,10,6,0.018468731285163707,0,0
59,22218.34991568693,124733.63346771032,485.17502812869714,12,4,0.22917550611101545,1,1
24,41422.20388048697,55573.0256603955,747.5611276461822,27,13,0.2233260437330811,1,0
39,29872.552099442408,16340.626794701593,638.8533917220584,20,8,0.17497837311109485,0,0
50,72074.30065390325,20499.651219485626,728.5047022912812,25,3,0.04753736529914227,1,0
34,51206.46993943461,13324.257538472642,660.8953717270807,26,8,0.4625802361574616,0,0
41,54191.302572110086,71425.68116698971,462.7754937754743,25,3,0.2522729185728192,0,1
51,47903.88003054497,78797.62237487624,659.5460467558828,14,14,0.4883839072567461,0,1
45,176200.68555171185,21283.458037744953,683.5555854639598,5,5,0.5014363427529354,0,0
60,32086.70989429117,37059.93335976488,430.8014701475586,3,11,0.1281584339410738,0,1
58,56352.187630733075,10429.587932701486,844.4048293801898,3,13,0.25279806827929435,0,0
56,86593.59836313328,22124.483107595195,681.1207594172772,29,2,0.4325844031254212,0,0
39,60691.717935579785,34949.36429395391,717.1987740136495,12,6,0.2996976922049379,0,0
66,152268.48051206034,19603.66110079507,533.4470610423689,8,7,0.5130409382417827,0,1
34,43738.21561811356,18276.301340112477,719.0617522145618,13,8,0.34294140462804384,1,0
51,51150.82303889479,5029.984747768795,758.9504459563055,27,13,0.3777485807151399,0,0
23,24634.408351118956,53934.17017822035,675.3568228137846,39,4,0.4722140787268231,0,1
63,66952.27227374382,71038.1378697679,649.0628441479236,2,9,0.07333326457710676,2,0
23,36998.756019433175,109665.00671347532,560.6411875101584,28,2,0.3505489427508328,1,1
51,28736.067951166355,43111.00578445734,628.3793082216674,32,14,0.051257921258488555,2,0
18,59321.413238087596,28874.826222683707,598.7970485740719,14,14,0.15633067412222315,0,0
27,57997.507942846656,14411.93344948015,707.1995637392685,38,8,0.12754302385474728,0,0
38,23945.215028212744,200000.0,565.0124074882598,14,6,0.3402456543971043,0,1
22,79902.0969190546,31729.865212006116,706.4650721503557,6,4,0.5063414270342717,0,0
19,68878.02215661888,39291.41834702578,566.1014437270344,11,2,0.07968576573030954,0,1
39,30475.42677543553,39409.45854259721,623.7647445839982,38,4,0.4610379165882509,0,1
65,51690.62713525666,60978.679151944736,711.6044397012816,6,3,0.08583967525364933,0,0
19,83705.98072409045,5291.588651118771,579.6203280013956,5,13,0.11380302770905612,1,1
27,57691.13761622597,12463.339991612536,715.0536488977602,25,4,0.5501641183530395,0,0
51,45166.7769130535,37856.60148000311,705.2994157671368,8,4,0.005837493303992791,1,1
33,39455.36581966274,72655.51588113933,622.9049326623057,23,11,0.1182864247401232,2,1
65,67130.9482318802,39687.76151248096,766.1783201355789,29,7,0.129333654767051,1,1
68,159933.2471931886,21007.03288207164,657.7784341977115,15,1,0.16912833802858593,0,0
56,75698.20238257883,18461.61569880897,760.227652658535,26,9,0.2180470242566617,0,0
39,23884.344021048026,45176.37059723802,829.3464924877178,32,5,0.06190680710323932,0,0
29,50872.77070117381,45555.36164711073,625.8698978298688,22,3,0.2810725679298203,0,0
41,130739.76123107839,33022.7972488751,714.4954984027397,18,7,0.23961022041833344,1,0
64,24961.325349672592,15336.760330110144,586.2432074677124,35,7,0.37496028654914976,0,1
57,244931.22326710785,82770.00632431249,546.7185590491802,18,8,0.5205105804412208,1,1
55,168864.56162549736,29080.82288380263,630.4540342613572,21,10,0.17863215608153435,1,0
27,24075.390059489797,51889.85163792115,513.7399720250537,32,4,0.32789266455575666,0,1
52,155462.53640949426,12235.7226357662,556.239222035269,9,13,0.22282642208411088,0,0
68,42559.689652490386,17649.700092125568,709.1432599321067,31,9,0.02415016865299784,0,0
66,113122.77893732813,67282.49953788237,598.6350984551161,14,2,0.49264521847625575,0,1
49,47097.18520622479,6542.178914876518,721.0514087121861,38,6,0.38052986399516303,0,0
24,49067.33246272512,26542.586347550085,679.9411938017487,7,3,0.0013033622251698018,1,0
38,70289.31746233816,24716.348797058166,835.1154062019116,24,8,0.14974316412157,0,0
37,94466.74944021463,46736.81790602487,702.4337285576046,17,8,0.18539364299338604,0,0
43,21718.659917359695,14934.13307198564,761.4218070279314,14,6,0.486918924318685,0,1
21,64966.27242020398,12417.970764864323,690.1884663127546,25,4,0.4564279262440187,0,0
63,30334.790140405472,83164.60752473971,681.1393501078072,20,14,0.23768631128131176,1,0
69,41228.53703461512,30438.617903709408,766.4733042113315,21,8,0.09440532976718712,1,1
39,41383.133008304416,8317.543092994882,716.8797465865265,33,6,0.2316192915488246,0,0
32,51655.34496326189,11434.29267172148,671.0063612957429,36,12,0.48608779343937014,3,1
57,40333.5226028833,200000.0,670.5654665929718,36,9,0.2714348161899918,0,0
38,25678.658392758694,11530.094148514881,703.8229311830416,13,14,0.06952211297151302,0,0
32,27869.472362826342,33284.856309252085,582.8626480540115,3,7,0.02312848344063436,0,1
39,21700.49092307959,21348.44077045415,578.6200533861302,23,9,0.20000116337405804,0,1
69,51767.417761298886,70041.38863747855,792.5405932372933,1,13,0.08901768661250768,0,0
45,174444.70247985108,47215.56311379337,836.4413663859998,0,14,0.4470247070769914,1,1
31,26146.544487697516,32260.94358494718,557.1117541589834,1,8,0.1672540884120572,0,1
44,166184.06427998355,5323.911825314388,583.1005567560296,12,14,0.5264718185756575,1,1
58,86093.07629061105,68556.75159719588,764.2522819504145,26,4,0.37040957362565485,0,0
57,70736.3751221138,22645.645790402963,703.3519993142396,16,12,0.23619825588860724,2,0
45,71821.01025554116,85461.67392371231,717.6428105320922,16,6,0.3660345325947743,1,0
